ComponentName,Project,CBO,CYCLO,DIT,ELOC,FanIn,FanOut,LCOM,LOC,LOCNAMM,NOA,NOC,NOM,NOMNAMM,NOPA,PMMM,PRB,WLOCNAMM,WMC,WMCNAMM,NMNOPARAM,CDSBP,CC,LC,LZC,RB,SC
org.hsqldb.index.NodeAVLDisk,hsqldb-2.2.8,9,99,2,350,8,84,374,350,347,7,0,40,39,2,0.125,1,8.487179487,99,0,10,0,0,0,0,1,0
org.hsqldb.index.NodeAVLDisk,hsqldb-2.2.8,9,99,2,350,8,84,374,350,347,7,0,40,39,2,0.125,1,8.487179487,99,0,10,0,0,0,0,1,0
org.hsqldb.index.NodeAVLDisk,hsqldb-2.2.8,9,99,2,350,8,84,374,350,347,7,0,40,39,2,0.125,1,8.487179487,99,0,10,0,0,0,0,1,0
org.hsqldb.index.NodeAVLDisk,hsqldb-2.2.8,9,99,2,350,8,84,374,350,347,7,0,40,39,2,0.125,1,8.487179487,99,0,10,0,0,0,0,1,0
org.hsqldb.index.NodeAVLDisk,hsqldb-2.2.8,9,99,2,350,8,84,374,350,347,7,0,40,39,2,0.125,1,8.487179487,99,0,10,0,0,0,0,1,0
org.hsqldb.index.NodeAVLDisk,hsqldb-2.2.8,9,99,2,350,8,84,374,350,347,7,0,40,39,2,0.125,1,8.487179487,99,0,10,0,0,0,0,1,0
org.hsqldb.index.NodeAVLDisk,hsqldb-2.2.8,9,99,2,350,8,84,374,350,347,7,0,40,39,2,0.125,1,8.487179487,99,0,10,0,0,0,0,1,0
org.hsqldb.jdbc.JDBCArray,hsqldb-2.2.8,10,85,1,220,29,30,37,220,217,6,0,18,17,0,0.111111111,0,11.94117647,85,0,8,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCArrayBasic,hsqldb-2.2.8,8,80,1,190,14,26,64,190,177,3,0,16,14,0,0,0,11.85714286,80,0,8,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCBlob,hsqldb-2.2.8,8,80,1,302,59,47,93,302,302,5,0,18,18,2,0.222222222,0,16.55555556,80,0,8,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCBlobClient,hsqldb-2.2.8,9,70,1,229,18,32,29,229,226,7,0,19,18,0,0.105263158,0,11.72222222,70,0,8,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCBlobFile,hsqldb-2.2.8,20,104,1,515,9,70,156,515,508,6,0,24,23,2,0.125,0,19.34782609,104,0,11,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCCallableStatement,hsqldb-2.2.8,35,551,2,1622,17,256,7373,1622,1622,2,0,122,122,0,0,0,13.14754098,551,0,6,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCClob,hsqldb-2.2.8,9,97,1,332,75,62,146,332,332,5,1,21,21,0,0.19047619,0,16.04761905,97,0,10,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCClobClient,hsqldb-2.2.8,21,141,1,480,23,145,239,480,477,23,0,39,38,0,0.076923077,0,16.68421053,141,0,21,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCClobClient,hsqldb-2.2.8,21,141,1,480,23,145,239,480,477,23,0,39,38,0,0.076923077,0,16.68421053,141,0,21,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCClobClient,hsqldb-2.2.8,21,141,1,480,23,145,239,480,477,23,0,39,38,0,0.076923077,0,16.68421053,141,0,21,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCClobClient,hsqldb-2.2.8,21,141,1,480,23,145,239,480,477,23,0,39,38,0,0.076923077,0,16.68421053,141,0,21,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCClobClient,hsqldb-2.2.8,21,141,1,480,23,145,239,480,477,23,0,39,38,0,0.076923077,0,16.68421053,141,0,21,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCClobClient,hsqldb-2.2.8,21,141,1,480,23,145,239,480,477,23,0,39,38,0,0.076923077,0,16.68421053,141,0,21,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCClobClient,hsqldb-2.2.8,21,141,1,480,23,145,239,480,477,23,0,39,38,0,0.076923077,0,16.68421053,141,0,21,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCClobClient,hsqldb-2.2.8,21,141,1,480,23,145,239,480,477,23,0,39,38,0,0.076923077,0,16.68421053,141,0,21,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCClobClient,hsqldb-2.2.8,21,141,1,480,23,145,239,480,477,23,0,39,38,0,0.076923077,0,16.68421053,141,0,21,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCClobFile,hsqldb-2.2.8,31,143,1,742,6,104,292,742,729,11,0,32,30,2,0.15625,0,20.56666667,143,0,15,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCColumnMetaData,hsqldb-2.2.8,1,8,1,122,4,7,1,122,122,19,0,2,2,19,0,0,18.5,8,0,2,1,0,0,0,0,0
org.hsqldb.jdbc.JDBCColumnMetaData,hsqldb-2.2.8,1,8,1,122,4,7,1,122,122,19,0,2,2,19,0,0,18.5,8,0,2,1,0,0,0,0,0
org.hsqldb.jdbc.JDBCColumnMetaData,hsqldb-2.2.8,1,8,1,122,4,7,1,122,122,19,0,2,2,19,0,0,18.5,8,0,2,1,0,0,0,0,0
org.hsqldb.jdbc.JDBCColumnMetaData,hsqldb-2.2.8,1,8,1,122,4,7,1,122,122,19,0,2,2,19,0,0,18.5,8,0,2,1,0,0,0,0,0
org.hsqldb.jdbc.JDBCColumnMetaData,hsqldb-2.2.8,1,8,1,122,4,7,1,122,122,19,0,2,2,19,0,0,18.5,8,0,2,1,0,0,0,0,0
org.hsqldb.jdbc.JDBCColumnMetaData,hsqldb-2.2.8,1,8,1,122,4,7,1,122,122,19,0,2,2,19,0,0,18.5,8,0,2,1,0,0,0,0,0
org.hsqldb.jdbc.JDBCColumnMetaData,hsqldb-2.2.8,1,8,1,122,4,7,1,122,122,19,0,2,2,19,0,0,18.5,8,0,2,1,0,0,0,0,0
org.hsqldb.jdbc.JDBCColumnMetaData,hsqldb-2.2.8,1,8,1,122,4,7,1,122,122,19,0,2,2,19,0,0,18.5,8,0,2,1,0,0,0,0,0
org.hsqldb.jdbc.JDBCColumnMetaData,hsqldb-2.2.8,1,8,1,122,4,7,1,122,122,19,0,2,2,19,0,0,18.5,8,0,2,1,0,0,0,0,0
org.hsqldb.jdbc.JDBCColumnMetaData,hsqldb-2.2.8,1,8,1,122,4,7,1,122,122,19,0,2,2,19,0,0,18.5,8,0,2,1,0,0,0,0,0
org.hsqldb.jdbc.JDBCCommonDataSource,hsqldb-2.2.8,4,61,1,233,6,8,193,233,157,10,3,23,13,0,0.086956522,0,8.538461538,61,0,11,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCConnection,hsqldb-2.2.8,39,357,1,1285,151,181,1616,1285,1275,13,1,68,66,0,0.014705882,0,18.43939394,357,0,30,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCConnection,hsqldb-2.2.8,39,357,1,1285,151,181,1616,1285,1275,13,1,68,66,0,0.014705882,0,18.43939394,357,0,30,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCConnection,hsqldb-2.2.8,39,357,1,1285,151,181,1616,1285,1275,13,1,68,66,0,0.014705882,0,18.43939394,357,0,30,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCConnection,hsqldb-2.2.8,39,357,1,1285,151,181,1616,1285,1275,13,1,68,66,0,0.014705882,0,18.43939394,357,0,30,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCConnection,hsqldb-2.2.8,39,357,1,1285,151,181,1616,1285,1275,13,1,68,66,0,0.014705882,0,18.43939394,357,0,30,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCConnection,hsqldb-2.2.8,39,357,1,1285,151,181,1616,1285,1275,13,1,68,66,0,0.014705882,0,18.43939394,357,0,30,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCConnection,hsqldb-2.2.8,39,357,1,1285,151,181,1616,1285,1275,13,1,68,66,0,0.014705882,0,18.43939394,357,0,30,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCConnection,hsqldb-2.2.8,39,357,1,1285,151,181,1616,1285,1275,13,1,68,66,0,0.014705882,0,18.43939394,357,0,30,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCConnection,hsqldb-2.2.8,39,357,1,1285,151,181,1616,1285,1275,13,1,68,66,0,0.014705882,0,18.43939394,357,0,30,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCConnection,hsqldb-2.2.8,39,357,1,1285,151,181,1616,1285,1275,13,1,68,66,0,0.014705882,0,18.43939394,357,0,30,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCConnectionEventListener,hsqldb-2.2.8,1,2,1,4,3,0,1,4,4,0,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCDataSource,hsqldb-2.2.8,10,31,2,98,33,19,21,98,98,0,0,7,7,0,0,0,12.57142857,31,0,3,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCDataSourceFactory,hsqldb-2.2.8,8,14,1,124,13,23,1,124,124,9,0,3,3,0,0,0,33.33333333,14,0,1,0,0,0,1,0,0
org.hsqldb.jdbc.JDBCDatabaseMetaData,hsqldb-2.2.8,9,956,1,1952,37,228,17592,1952,1934,9,0,189,187,1,0.052910053,0,10.06951872,956,0,142,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCDatabaseMetaData,hsqldb-2.2.8,9,956,1,1952,37,228,17592,1952,1934,9,0,189,187,1,0.052910053,0,10.06951872,956,0,142,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCDatabaseMetaData,hsqldb-2.2.8,9,956,1,1952,37,228,17592,1952,1934,9,0,189,187,1,0.052910053,0,10.06951872,956,0,142,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCDatabaseMetaData,hsqldb-2.2.8,9,956,1,1952,37,228,17592,1952,1934,9,0,189,187,1,0.052910053,0,10.06951872,956,0,142,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCDatabaseMetaData,hsqldb-2.2.8,9,956,1,1952,37,228,17592,1952,1934,9,0,189,187,1,0.052910053,0,10.06951872,956,0,142,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCDatabaseMetaData,hsqldb-2.2.8,9,956,1,1952,37,228,17592,1952,1934,9,0,189,187,1,0.052910053,0,10.06951872,956,0,142,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCDatabaseMetaData,hsqldb-2.2.8,9,956,1,1952,37,228,17592,1952,1934,9,0,189,187,1,0.052910053,0,10.06951872,956,0,142,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCDatabaseMetaData,hsqldb-2.2.8,9,956,1,1952,37,228,17592,1952,1934,9,0,189,187,1,0.052910053,0,10.06951872,956,0,142,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCDatabaseMetaData,hsqldb-2.2.8,9,956,1,1952,37,228,17592,1952,1934,9,0,189,187,1,0.052910053,0,10.06951872,956,0,142,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCDatabaseMetaData,hsqldb-2.2.8,9,956,1,1952,37,228,17592,1952,1934,9,0,189,187,1,0.052910053,0,10.06951872,956,0,142,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCDriver,hsqldb-2.2.8,10,36,1,218,59,26,45,218,218,2,0,10,10,2,0,0,20.3,36,0,6,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCNClob,hsqldb-2.2.8,1,3,2,15,30,0,1,15,15,0,0,2,2,0,0,0,3,3,0,1,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCParameterMetaData,hsqldb-2.2.8,9,74,1,259,31,42,56,259,250,4,0,16,15,0,0,0,15.2,74,0,3,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCPreparedStatement,hsqldb-2.2.8,55,548,2,2175,14,317,6290,2175,2175,18,1,121,121,0,0.082644628,1,17.31404959,548,0,34,0,0,0,0,0,1
org.hsqldb.jdbc.JDBCResultSet,hsqldb-2.2.8,47,935,1,3037,218,500,17865,3037,3034,33,0,211,210,11,0.014218009,0,13.49047619,935,0,45,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCResultSetMetaData,hsqldb-2.2.8,10,144,1,387,56,85,0,387,387,4,0,29,29,0,0.034482759,0,12.68965517,144,0,2,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCRowId,hsqldb-2.2.8,6,27,1,85,8,9,0,85,85,2,0,8,8,0,0.375,0,9.375,27,0,4,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCSQLXML,hsqldb-2.2.8,69,261,1,1633,62,162,1803,1633,1633,18,0,62,62,0,0.064516129,0,15.4516129,261,0,29,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCSQLXML,hsqldb-2.2.8,69,261,1,1633,62,162,1803,1633,1633,18,0,62,62,0,0.064516129,0,15.4516129,261,0,29,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCSQLXML,hsqldb-2.2.8,69,261,1,1633,62,162,1803,1633,1633,18,0,62,62,0,0.064516129,0,15.4516129,261,0,29,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCSQLXML,hsqldb-2.2.8,69,261,1,1633,62,162,1803,1633,1633,18,0,62,62,0,0.064516129,0,15.4516129,261,0,29,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCSQLXML,hsqldb-2.2.8,69,261,1,1633,62,162,1803,1633,1633,18,0,62,62,0,0.064516129,0,15.4516129,261,0,29,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCSQLXML,hsqldb-2.2.8,69,261,1,1633,62,162,1803,1633,1633,18,0,62,62,0,0.064516129,0,15.4516129,261,0,29,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCSQLXML,hsqldb-2.2.8,69,261,1,1633,62,162,1803,1633,1633,18,0,62,62,0,0.064516129,0,15.4516129,261,0,29,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCSQLXML,hsqldb-2.2.8,69,261,1,1633,62,162,1803,1633,1633,18,0,62,62,0,0.064516129,0,15.4516129,261,0,29,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCSQLXML,hsqldb-2.2.8,69,261,1,1633,62,162,1803,1633,1633,18,0,62,62,0,0.064516129,0,15.4516129,261,0,29,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCSQLXML,hsqldb-2.2.8,69,261,1,1633,62,162,1803,1633,1633,18,0,62,62,0,0.064516129,0,15.4516129,261,0,29,0,0,1,0,0,0
org.hsqldb.jdbc.JDBCSavepoint,hsqldb-2.2.8,2,17,1,56,30,5,0,56,56,3,0,5,5,0,0,0,9.2,17,0,3,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCStatement,hsqldb-2.2.8,12,215,2,595,44,94,944,595,595,1,0,44,44,0,0.045454545,1,13.25,215,0,21,0,0,0,0,0,0
org.hsqldb.jdbc.JDBCStatementBase,hsqldb-2.2.8,6,43,1,219,9,22,27,219,219,25,2,11,11,0,0.272727273,0,12,43,0,10,0,0,0,0,0,0
org.hsqldb.jdbc.Util,hsqldb-2.2.8,14,48,1,107,985,50,253,107,107,0,0,23,23,0,0.347826087,0,4.260869565,48,0,6,0,0,0,0,0,0
org.hsqldb.jdbc.pool.JDBCPooledConnection,hsqldb-2.2.8,9,22,1,80,4,13,23,80,80,4,1,11,11,0,0.272727273,0,6.181818182,22,0,5,0,0,0,0,0,0
org.hsqldb.jdbc.pool.JDBCPooledDataSource,hsqldb-2.2.8,13,10,2,33,15,9,3,33,33,0,0,3,3,0,0.333333333,0,8.333333333,10,0,2,0,0,0,0,0,0
org.hsqldb.jdbc.pool.JDBCXAConnection,hsqldb-2.2.8,5,10,2,30,78,0,0,30,17,1,0,4,2,0,0,0,3.5,10,0,3,0,0,0,0,0,0
org.hsqldb.jdbc.pool.JDBCXAConnectionWrapper,hsqldb-2.2.8,3,21,2,73,12,9,34,73,73,1,0,9,9,0,0.888888889,0,7,21,0,4,0,0,0,0,0,0
org.hsqldb.jdbc.pool.JDBCXADataSource,hsqldb-2.2.8,19,24,2,80,42,22,16,80,80,1,0,8,8,0,0.5,0,8.625,24,0,4,0,0,0,0,0,0
org.hsqldb.jdbc.pool.JDBCXAResource,hsqldb-2.2.8,10,67,1,217,59,27,4,217,211,10,0,20,18,0,0.1,0,10.5,67,0,7,0,0,0,0,0,0
org.hsqldb.jdbc.pool.JDBCXID,hsqldb-2.2.8,4,33,1,112,21,16,11,112,103,8,0,10,7,0,0,0,12.42857143,33,0,7,0,0,0,0,0,0
org.hsqldb.jdbcDriver,hsqldb-2.2.8,0,0,2,2,13,0,0,2,2,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0
org.hsqldb.lib.AppendableException,hsqldb-2.2.8,2,10,2,42,3,4,13,42,42,3,1,6,6,2,0.166666667,0,5.666666667,10,0,2,0,0,0,0,0,0
org.hsqldb.lib.ArrayCounter,hsqldb-2.2.8,0,14,1,68,1,3,3,68,68,0,0,3,3,0,0,0,20,14,0,0,0,0,0,1,0,0
org.hsqldb.lib.ArrayCounter,hsqldb-2.2.8,0,14,1,68,1,3,3,68,68,0,0,3,3,0,0,0,20,14,0,0,0,0,0,1,0,0
org.hsqldb.lib.ArrayCounter,hsqldb-2.2.8,0,14,1,68,1,3,3,68,68,0,0,3,3,0,0,0,20,14,0,0,0,0,0,1,0,0
org.hsqldb.lib.ArrayCounter,hsqldb-2.2.8,0,14,1,68,1,3,3,68,68,0,0,3,3,0,0,0,20,14,0,0,0,0,0,1,0,0
org.hsqldb.lib.ArrayCounter,hsqldb-2.2.8,0,14,1,68,1,3,3,68,68,0,0,3,3,0,0,0,20,14,0,0,0,0,0,1,0,0
org.hsqldb.lib.ArrayCounter,hsqldb-2.2.8,0,14,1,68,1,3,3,68,68,0,0,3,3,0,0,0,20,14,0,0,0,0,0,1,0,0
org.hsqldb.lib.ArrayCounter,hsqldb-2.2.8,0,14,1,68,1,3,3,68,68,0,0,3,3,0,0,0,20,14,0,0,0,0,0,1,0,0
org.hsqldb.lib.ArrayCounter,hsqldb-2.2.8,0,14,1,68,1,3,3,68,68,0,0,3,3,0,0,0,20,14,0,0,0,0,0,1,0,0
org.hsqldb.lib.ArrayCounter,hsqldb-2.2.8,0,14,1,68,1,3,3,68,68,0,0,3,3,0,0,0,20,14,0,0,0,0,0,1,0,0
org.hsqldb.lib.ArrayListIdentity,hsqldb-2.2.8,0,4,2,10,11,0,0,10,10,0,0,1,1,0,0,0,8,4,0,0,0,0,0,0,0,0
org.hsqldb.lib.ArraySort,hsqldb-2.2.8,1,25,1,116,16,11,28,116,116,0,0,8,8,0,0.25,0,13.375,25,0,0,0,0,0,0,0,0
org.hsqldb.lib.ArrayUtil,hsqldb-2.2.8,1,266,1,1089,216,46,2485,1089,1089,10,0,71,71,9,0.070422535,0,14.92957746,266,0,0,0,0,0,0,0,0
org.hsqldb.lib.BaseList,hsqldb-2.2.8,1,28,1,118,2,16,64,118,118,1,2,12,12,0,0.166666667,0,6,28,0,4,0,0,0,0,0,0
org.hsqldb.lib.BasicTextJdkLogFormatter,hsqldb-2.2.8,6,6,2,29,1,8,1,29,29,3,0,3,3,1,0,0,6,6,0,1,0,0,0,0,0,0
org.hsqldb.lib.CharArrayWriter,hsqldb-2.2.8,3,35,1,104,19,10,0,104,101,2,0,14,13,0,0.142857143,0,7,35,0,5,0,0,0,0,0,0
org.hsqldb.lib.ClosableByteArrayOutputStream,hsqldb-2.2.8,5,81,2,250,2,25,39,250,250,4,0,22,22,0,0.045454545,0,10.27272727,81,0,15,0,0,0,0,0,0
org.hsqldb.lib.ClosableCharArrayWriter,hsqldb-2.2.8,4,80,2,259,0,29,39,259,259,4,0,22,22,0,0.045454545,0,10.68181818,80,0,15,0,0,0,0,0,0
org.hsqldb.lib.Collection,hsqldb-2.2.8,0,9,1,16,162,0,36,16,16,0,0,9,9,0,0,0,1,9,0,5,0,0,0,0,0,0
org.hsqldb.lib.CountUpDownLatch,hsqldb-2.2.8,1,14,1,45,2,5,0,45,42,2,0,6,5,0,0.5,0,6.4,14,0,5,0,0,0,0,0,0
org.hsqldb.lib.CountdownInputStream,hsqldb-2.2.8,2,24,2,71,8,8,0,71,68,2,0,9,8,0,0.111111111,0,7.25,24,0,4,0,0,0,0,0,0
org.hsqldb.lib.DataOutputStream,hsqldb-2.2.8,5,26,2,76,36,12,33,76,76,1,1,10,10,0,0.6,0,6.7,26,0,0,0,0,0,0,0,0
org.hsqldb.lib.DoubleIntIndex,hsqldb-2.2.8,1,105,1,505,14,38,0,505,505,9,0,35,35,0,0.2,0,13.94285714,105,0,11,0,0,0,0,0,0
org.hsqldb.lib.FileAccess,hsqldb-2.2.8,2,10,1,23,62,0,21,23,23,5,0,7,7,0,0,0,1,10,0,0,0,0,0,0,0,0
org.hsqldb.lib.FileArchiver,hsqldb-2.2.8,11,18,1,130,6,22,0,130,130,4,0,2,2,3,0,0,59,18,0,0,0,0,0,0,0,0
org.hsqldb.lib.FileUtil,hsqldb-2.2.8,12,75,1,345,63,45,323,345,342,5,0,26,25,2,0.5,0,8.04,75,0,2,0,0,0,0,0,0
org.hsqldb.lib.FrameworkLogger,hsqldb-2.2.8,14,68,1,359,35,76,270,359,359,7,0,25,25,0,0.52,0,13.48,68,0,3,0,0,0,0,0,1
org.hsqldb.lib.FrameworkLogger,hsqldb-2.2.8,14,68,1,359,35,76,270,359,359,7,0,25,25,0,0.52,0,13.48,68,0,3,0,0,0,0,0,1
org.hsqldb.lib.FrameworkLogger,hsqldb-2.2.8,14,68,1,359,35,76,270,359,359,7,0,25,25,0,0.52,0,13.48,68,0,3,0,0,0,0,0,1
org.hsqldb.lib.FrameworkLogger,hsqldb-2.2.8,14,68,1,359,35,76,270,359,359,7,0,25,25,0,0.52,0,13.48,68,0,3,0,0,0,0,0,1
org.hsqldb.lib.HashMap,hsqldb-2.2.8,1,24,2,126,575,12,51,126,126,2,1,11,11,0,0,0,4.818181818,24,0,3,0,0,0,0,0,0
org.hsqldb.lib.HashMappedList,hsqldb-2.2.8,0,54,2,130,87,29,136,130,130,0,0,17,17,0,0.235294118,0,7.176470588,54,0,1,0,0,0,0,0,0
org.hsqldb.lib.HashSet,hsqldb-2.2.8,1,51,2,133,702,29,105,133,133,0,1,15,15,0,0.133333333,0,8.333333333,51,0,3,0,0,0,0,0,0
org.hsqldb.lib.HsqlArrayHeap,hsqldb-2.2.8,1,29,1,135,6,8,0,135,135,3,0,10,10,0,0.1,0,12.4,29,0,8,0,0,0,0,0,0
org.hsqldb.lib.HsqlArrayList,hsqldb-2.2.8,2,61,2,234,275,27,0,234,231,5,1,21,20,0,0.142857143,0,10.9,61,0,7,0,0,0,0,0,0
org.hsqldb.lib.HsqlByteArrayInputStream,hsqldb-2.2.8,4,70,2,161,10,17,172,161,161,4,1,25,25,0,0.36,0,5.96,70,0,17,0,0,0,0,0,0
org.hsqldb.lib.HsqlByteArrayOutputStream,hsqldb-2.2.8,8,80,2,247,38,38,0,247,244,2,1,40,39,0,0.3,0,6,80,0,8,0,0,0,0,0,0
org.hsqldb.lib.HsqlDeque,hsqldb-2.2.8,1,65,2,208,23,14,0,208,208,4,0,19,19,0,0.157894737,0,10.31578947,65,0,9,0,0,0,0,0,0
org.hsqldb.lib.HsqlHeap,hsqldb-2.2.8,0,12,1,41,3,0,21,41,41,0,0,7,7,0,0,0,4.714285714,12,0,6,0,0,0,0,0,0
org.hsqldb.lib.HsqlList,hsqldb-2.2.8,0,8,1,16,62,0,28,16,16,0,0,8,8,0,0,0,1,8,0,3,0,0,0,0,0,0
org.hsqldb.lib.HsqlTaskQueue,hsqldb-2.2.8,0,19,1,109,0,10,5,109,106,5,0,10,9,0,0.3,0,5.888888889,19,0,9,0,0,0,0,0,0
org.hsqldb.lib.HsqlThreadFactory,hsqldb-2.2.8,0,12,1,51,0,2,4,51,44,1,0,5,4,0,0.4,0,8,12,0,2,0,0,0,0,0,0
